Kingdom	Pyhlum	Class	Order	Family	Genus	Species	N2_num	N2_frac	N3_num	N3_frac	N4_num	N4_frac	E1_num	E1_frac	E3_num	E3_frac	E4_num	E4_frac	E5_num	E5_frac
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phymatum	0	0.00000	391	0.00004	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0.00000	0	0.00000	147	0.00004	0	0.00000	704	0.00011	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	unclassified Marivivens	0	0.00000	0	0.00000	11	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tritonius	18	0.00000	0	0.00000	410	0.00012	0	0.00000	0	0.00000	0	0.00000	33	0.00001
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	430	0.00010	17	0.00000	1272	0.00037	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	824552	0.19961	3868	0.00040	3705	0.00107	2223	0.00045	18495	0.00276	4153	0.02537	190	0.00004
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter group	536	0.00013	0	0.00000	493	0.00014	16	0.00000	0	0.00000	0	0.00000	72	0.00001
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	13	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	363	0.00009	0	0.00000	573	0.00016	30	0.00001	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0	0.00000	0	0.00000	34	0.00001	0	0.00000	95	0.00001	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	136	0.00003	230	0.00002	2996	0.00086	87	0.00002	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	15	0.00000	0	0.00000	1105	0.00032	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Lentilitoribacter	unclassified Lentilitoribacter	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	58	0.00001	114	0.00001	188	0.00005	140	0.00003	419	0.00006	133	0.00081	193	0.00004
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	unclassified Hydrogenobaculum	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	26	0.00001	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	74	0.00002	0	0.00000	162	0.00005	746	0.00015	0	0.00000	0	0.00000	2351	0.00045
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans	0	0.00000	0	0.00000	66	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	44	0.00001	0	0.00000	194	0.00006	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	264	0.00006	0	0.00000	639	0.00018	0	0.00000	41	0.00001	10	0.00006	404	0.00008
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	387	0.00009	0	0.00000	250	0.00007	0	0.00000	410	0.00006	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium/Agrobacterium group	Agrobacterium	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	34	0.00001	0	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	230	0.00006	27	0.00000	509	0.00015	16	0.00000	223	0.00003	16	0.00010	82	0.00002
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria animalis	0	0.00000	0	0.00000	0	0.00000	0	0.00000	170	0.00003	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	0	0.00000	0	0.00000	0	0.00000	0	0.00000	244	0.00004	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Anabaenopsis	43	0.00001	23	0.00000	343	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Tolypothrichaceae	Tolypothrix	0	0.00000	0	0.00000	46	0.00001	0	0.00000	42	0.00001	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	0	0.00000	0	0.00000	1466	0.00042	0	0.00000	1144	0.00017	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	0	0.00000	0	0.00000	202	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	36	0.00001	0	0.00000	84	0.00002	0	0.00000	0	0.00000	0	0.00000	117	0.00002
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	149	0.00004	0	0.00000	643	0.00018	84	0.00002	2006	0.00030	27	0.00016	1212	0.00023
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	1228	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	0	0.00000	327	0.00003	55498	0.01596	56	0.00001	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella huaxiensis	13	0.00000	0	0.00000	87	0.00003	0	0.00000	0	0.00000	0	0.00000	1478	0.00028
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	53	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00001
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group	0	0.00000	0	0.00000	96	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas campisalis	0	0.00000	49	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	18	0.00000	0	0.00000	185	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	23	0.00001	0	0.00000	133	0.00004	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia complex	0	0.00000	525	0.00005	45	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	unclassified Psychromonas	0	0.00000	0	0.00000	209	0.00006	0	0.00000	18	0.00000	0	0.00000	0	0.00000
Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	486	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Dermacoccus	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae incertae sedis	ant, tsetse, mealybug, aphid, etc. endosymbionts	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	379	0.00007
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	289	0.00007	0	0.00000	68	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified Bradyrhizobium	0	0.00000	0	0.00000	332	0.00010	366	0.00007	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sediminis	0	0.00000	0	0.00000	90	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	125	0.00003	0	0.00000	423	0.00012	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	766	0.00019	1791	0.00018	2810	0.00081	0	0.00000	0	0.00000	20	0.00012	27	0.00001
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter wuianus	0	0.00000	0	0.00000	586	0.00017	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	485	0.00012	0	0.00000	1806	0.00052	0	0.00000	88	0.00001	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	629	0.00012
Bacteria	PVC group	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Neochlamydia	99	0.00002	0	0.00000	76	0.00002	0	0.00000	97	0.00001	199	0.00122	0	0.00000
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	111	0.00003	0	0.00000	78	0.00002	0	0.00000	519	0.00008	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiales incertae sedis	Flintibacter	78	0.00002	0	0.00000	181	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	124	0.00003	10	0.00000	371	0.00011	185	0.00004	1552	0.00023	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00001	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	0	0.00000	0	0.00000	197	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter wuhouensis	0	0.00000	0	0.00000	125	0.00004	0	0.00000	0	0.00000	75	0.00046	15	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus pacificus	0	0.00000	0	0.00000	53	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dentiae	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	PVC group	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	8668	0.00210	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	12	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	22	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Methylovorus glucosotrophus	2225	0.00054	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium	12	0.00000	0	0.00000	0	0.00000	679	0.00014	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas	Salinimonas lutimaris	31	0.00001	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	PVC group	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Maioricimonas	0	0.00000	0	0.00000	23	0.00001	0	0.00000	38	0.00001	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	672	0.00016	0	0.00000	393	0.00011	1409	0.00028	328	0.00005	0	0.00000	55	0.00001
unclassified viruses	Pacmanvirus A23	N/A	N/A	N/A	N/A	N/A	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	unclassified Burkholderia	0	0.00000	0	0.00000	35	0.00001	0	0.00000	6471	0.00097	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio breoganii	0	0.00000	0	0.00000	180	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus	560	0.00014	656	0.00007	2995	0.00086	94	0.00002	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00001
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	187	0.00005	0	0.00000	419	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens	74	0.00002	0	0.00000	393	0.00011	0	0.00000	751	0.00011	0	0.00000	126	0.00002
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0.00000	0	0.00000	52	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter group	41	0.00001	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava electrotropha	0	0.00000	422	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	1043	0.00025	0	0.00000	43	0.00001	0	0.00000	717	0.00011	0	0.00000	466	0.00009
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter group	191	0.00005	0	0.00000	429	0.00012	0	0.00000	12	0.00000	0	0.00000	275	0.00005
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	30	0.00001	148	0.00002	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0	0.00000	10	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	1237	0.00024
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	33	0.00001	0	0.00000	42	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	19	0.00000	216	0.00002	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio oreintalis group	32	0.00001	0	0.00000	64	0.00002	0	0.00000	0	0.00000	0	0.00000	91	0.00002
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	120	0.00003	17	0.00000	220	0.00006	0	0.00000	0	0.00000	25	0.00015	147	0.00003
Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified Siphoviridae	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus group	98	0.00002	0	0.00000	129	0.00004	0	0.00000	0	0.00000	32	0.00020	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	101	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	26	0.00001	0	0.00000	559	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia rohdei	0	0.00000	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii	21	0.00001	0	0.00000	35	0.00001	0	0.00000	32	0.00000	0	0.00000	22	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	220	0.00005	0	0.00000	1157	0.00033	0	0.00000	0	0.00000	0	0.00000	84	0.00002
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	153	0.00004	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	678	0.00013
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	51	0.00001	0	0.00000	352	0.00010	343	0.00007	0	0.00000	0	0.00000	75	0.00001
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus thracensis	96	0.00002	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	23	0.00001	122	0.00001	184	0.00005	104	0.00002	39	0.00001	0	0.00000	100	0.00002
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis	28	0.00001	0	0.00000	111	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	140	0.00003	1198	0.00012	386	0.00011	0	0.00000	585	0.00009	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia ginsengisoli	0	0.00000	0	0.00000	0	0.00000	0	0.00000	85	0.00001	0	0.00000	0	0.00000
Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Candidatus Endomicrobium trichonymphae	31	0.00001	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus halophilus	0	0.00000	0	0.00000	117	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0	0.00000	23	0.00000	310	0.00009	0	0.00000	0	0.00000	0	0.00000	197	0.00004
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	198	0.00005	0	0.00000	140	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter psychrophilus	0	0.00000	52	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salicibibacter	22	0.00001	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter group	579	0.00014	0	0.00000	451	0.00013	0	0.00000	0	0.00000	0	0.00000	68	0.00001
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	Conchiformibius steedae	256	0.00006	0	0.00000	90	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	38	0.00001	0	0.00000	204	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	62	0.00002	0	0.00000	135	0.00004	0	0.00000	0	0.00000	16	0.00010	125	0.00002
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Stappia	unclassified Stappia	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	24	0.00015	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium/Agrobacterium group	Rhizobium	540	0.00013	26	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	unclassified Nitrosomonas	768	0.00019	16	0.00000	11	0.00000	0	0.00000	16	0.00000	0	0.00000	19	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus terrae	0	0.00000	0	0.00000	110	0.00003	47	0.00001	0	0.00000	0	0.00000	23	0.00000
Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	78	0.00002	15	0.00000	247	0.00007	0	0.00000	0	0.00000	0	0.00000	11126	0.00212
Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	283	0.00007	0	0.00000	0	0.00000	2265	0.00045	0	0.00000	0	0.00000	0	0.00000
Bacteria	Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	33	0.00001	0	0.00000	109	0.00003	0	0.00000	0	0.00000	0	0.00000	3346	0.00064
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia amnii	61	0.00001	0	0.00000	105	0.00003	0	0.00000	0	0.00000	0	0.00000	14180	0.00270
