lineage	N2_num	N2_frac	N3_num	N3_frac	N4_num	N4_frac	E1_num	E1_frac	E3_num	E3_frac	E4_num	E4_frac	E5_num	E5_frac
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Thiotrichales;g_Francisellaceae;s_Francisella	392	0.00009	0	0.00000	911	0.00026	0	0.00000	62	0.00001	0	0.00000	384	0.00007
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Corynebacteriales;s_Mycobacteriaceae	22	0.00001	56	0.00001	516	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Delta/Epsilon_Subdivisions;f_Deltaproteobacteria;g_Desulfuromonadales;s_Geobacteraceae	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	18	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Enterobacterales;g_Enterobacteriaceae;s_Phytobacter	0	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Rhodocyclales;g_Zoogloeaceae;s_Azoarcus	97	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Tenericutes;f_Mollicutes;g_Mycoplasmatales;s_Mycoplasmataceae	0	0.00000	0	0.00000	53	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhodospirillales;g_Acetobacteraceae;s_Acetobacter	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14363	0.00215	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Enterobacterales;g_Yersiniaceae;s_Yersinia	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00001	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Burkholderiales;g_Alcaligenaceae;s_Oligella	10	0.00000	0	0.00000	13	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Lactobacillales;s_Aerococcaceae	14	0.00000	0	0.00000	268	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pseudomonadales;g_Moraxellaceae;s_Acinetobacter	12	0.00000	0	0.00000	55	0.00002	0	0.00000	0	0.00000	46	0.00028	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Aeromonadales;g_Aeromonadaceae;s_Aeromonas	0	0.00000	0	0.00000	30	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	0	0.00000	4001	0.00041	31	0.00001	40	0.00001	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Glycomycetales;s_Glycomycetaceae	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Burkholderiales;g_Burkholderiaceae;s_Burkholderia	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	971	0.00024	0	0.00000	1751	0.00050	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Pvc_Group;o_Chlamydiae;f_Chlamydiia;g_Chlamydiales;s_Chlamydiaceae	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Lachnospiraceae	96	0.00002	0	0.00000	549	0.00016	0	0.00000	110	0.00002	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Flavobacteriia;s_Flavobacteriales	802	0.00019	0	0.00000	114	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Alteromonadales;g_Pseudoalteromonadaceae;s_Pseudoalteromonas	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Enterobacterales;g_Enterobacteriaceae;s_Enterobacter	18	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	914	0.00558	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Oceanospirillales;g_Oceanospirillaceae;s_Marinomonas	19	0.00000	0	0.00000	267	0.00008	0	0.00000	19	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Hungateiclostridiaceae	643	0.00016	354	0.00004	3073	0.00088	32	0.00001	164	0.00002	0	0.00000	2414	0.00046
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Sphingomonadales;g_Erythrobacteraceae;s_Aurantiacibacter	0	0.00000	0	0.00000	130	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Pseudonocardiales;s_Pseudonocardiaceae	161	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Cyanobacteria/Melainabacteria_Group;f_Cyanobacteria;g_Nostocales;s_Nostocaceae	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Streptomycetales;s_Streptomycetaceae	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Cyanobacteria/Melainabacteria_Group;f_Cyanobacteria;g_Oscillatoriophycideae;s_Chroococcales	824	0.00020	24	0.00000	104	0.00003	0	0.00000	50	0.00001	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Tissierellia;g_Tissierellales;s_Peptoniphilaceae	298	0.00007	3808	0.00039	1656	0.00048	104	0.00002	0	0.00000	0	0.00000	123	0.00002
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Pseudonocardiales;s_Pseudonocardiaceae	0	0.00000	56	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Cyanobacteria/Melainabacteria_Group;f_Cyanobacteria;g_Nostocales;s_Nostocaceae	643	0.00016	0	0.00000	106	0.00003	664	0.00013	0	0.00000	0	0.00000	249	0.00005
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	103	0.00002	0	0.00000	188	0.00005	0	0.00000	0	0.00000	0	0.00000	26	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Staphylococcaceae	31	0.00001	55	0.00001	1150	0.00033	20	0.00000	4302	0.00064	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Aeromonadales;g_Aeromonadaceae;s_Aeromonas	0	0.00000	0	0.00000	0	0.00000	0	0.00000	302	0.00005	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Erysipelotrichia;g_Erysipelotrichales;s_Erysipelotrichaceae	0	0.00000	0	0.00000	97	0.00003	0	0.00000	0	0.00000	0	0.00000	52	0.00001
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhodobacterales;g_Rhodobacteraceae;s_Labrenzia	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Alteromonadales;g_Pseudoalteromonadaceae;s_Pseudoalteromonas	0	0.00000	0	0.00000	228	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Oceanospirillales;g_Hahellaceae;s_Spartinivicinus	46	0.00001	0	0.00000	49	0.00001	0	0.00000	0	0.00000	11	0.00007	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Delta/Epsilon_Subdivisions;f_Epsilonproteobacteria;g_Campylobacterales;s_Campylobacteraceae	28	0.00001	0	0.00000	518	0.00015	0	0.00000	0	0.00000	0	0.00000	86	0.00002
r_Root;p_Duplodnaviria;c_Heunggongvirae;o_Uroviricota;f_Caudoviricetes;g_Caudovirales;s_Siphoviridae	898	0.00022	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Micromonosporales;s_Micromonosporaceae	178	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Spirochaetes;o_Spirochaetia;f_Leptospirales;g_Leptospiraceae;s_Leptospira	55	0.00001	251	0.00003	129	0.00004	62	0.00001	57	0.00001	47	0.00029	274	0.00005
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Sphingobacteriia;s_Sphingobacteriales	247	0.00006	390	0.00004	464	0.00013	0	0.00000	0	0.00000	0	0.00000	38	0.00001
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Enterobacterales;g_Enterobacteriaceae;s_Citrobacter	998	0.00024	0	0.00000	372	0.00011	880105	0.17643	82	0.00001	0	0.00000	612383	0.11661
r_Root;p_Bacteria;c_Proteobacteria;o_Oligoflexia;f_Bdellovibrionales;g_Bdellovibrionaceae;s_Bdellovibrio	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Propionibacteriales;s_Propionibacteriaceae	1078	0.00026	14	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	140	0.00003
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Candidatus_Nanopelagicales;s_Candidatus_Nanopelagicaceae	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Planococcaceae	219	0.00005	0	0.00000	218	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhizobiales;g_Rhizobiaceae;s_Rhizobium/Agrobacterium_Group	0	0.00000	0	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Enterobacterales;g_Morganellaceae;s_Providencia	32	0.00001	0	0.00000	39	0.00001	0	0.00000	115	0.00002	0	0.00000	13	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pseudomonadales;g_Moraxellaceae;s_Acinetobacter	125	0.00003	0	0.00000	107	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pasteurellales;g_Pasteurellaceae;s_Pasteurella	12	0.00000	0	0.00000	36	0.00001	39	0.00001	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	78	0.00002	0	0.00000	140	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Xanthomonadales;g_Xanthomonadaceae;s_Pseudoxanthomonas	0	0.00000	0	0.00000	122	0.00004	0	0.00000	0	0.00000	0	0.00000	5214	0.00099
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pseudomonadales;g_Moraxellaceae;s_Acinetobacter	19	0.00000	0	0.00000	547	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Cyanobacteria/Melainabacteria_Group;f_Cyanobacteria;g_Nostocales;s_Scytonemataceae	66	0.00002	223	0.00002	108	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhizobiales;g_Bartonellaceae;s_Bartonella	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4225	0.00080
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Alteromonadales;g_Alteromonadaceae;s_Glaciecola	43	0.00001	0	0.00000	84	0.00002	0	0.00000	40	0.00001	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Clostridiaceae	66	0.00002	0	0.00000	434	0.00012	0	0.00000	20	0.00000	0	0.00000	58	0.00001
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhizobiales;g_Rhizobiaceae;s_Shinella	306	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Duplodnaviria;c_Heunggongvirae;o_Uroviricota;f_Caudoviricetes;g_Caudovirales;s_Siphoviridae	148	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Listeriaceae	79	0.00002	0	0.00000	123	0.00004	15	0.00000	355	0.00005	10	0.00006	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Vibrionales;g_Vibrionaceae;s_Vibrio	21	0.00001	0	0.00000	56	0.00002	0	0.00000	12	0.00000	73	0.00045	0	0.00000
r_Root;p_Bacteria;c_Thermotogae;o_Thermotogae;f_Thermotogales;g_Fervidobacteriaceae;s_Thermosipho	87	0.00002	0	0.00000	1138	0.00033	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Duplodnaviria;c_Heunggongvirae;o_Uroviricota;f_Caudoviricetes;g_Caudovirales;s_Siphoviridae	35	0.00001	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Lachnospiraceae	209	0.00005	0	0.00000	607	0.00017	0	0.00000	0	0.00000	0	0.00000	52	0.00001
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Clostridiaceae	2904	0.00070	827	0.00008	5498	0.00158	1540	0.00031	5195	0.00078	676	0.00413	4006	0.00076
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Heliobacteriaceae	869	0.00021	0	0.00000	4131	0.00119	0	0.00000	136	0.00002	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Peptococcaceae	0	0.00000	193	0.00002	6663	0.00192	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Sphingobacteriia;s_Sphingobacteriales	0	0.00000	12	0.00000	152	0.00004	51	0.00001	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Planococcaceae	18	0.00000	0	0.00000	309	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Actinomycetales;s_Actinomycetaceae	0	0.00000	0	0.00000	93	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Thermodesulfobacteria;o_Thermodesulfobacteria;f_Thermodesulfobacteriales;g_Thermodesulfobacteriaceae;s_Thermodesulfobacterium	34	0.00001	0	0.00000	461	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Lactobacillales;s_Streptococcaceae	0	0.00000	0	0.00000	77	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	156	0.00004	0	0.00000	258	0.00007	0	0.00000	0	0.00000	0	0.00000	26	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Actinomycetales;s_Actinomycetaceae	0	0.00000	27	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	528	0.00010
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Burkholderiales;g_Comamonadaceae;s_Kinneretia	0	0.00000	0	0.00000	0	0.00000	80	0.00002	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	264	0.00006	2376	0.00024	451	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Halanaerobiales;s_Halanaerobiaceae	97	0.00002	100	0.00001	1146	0.00033	264	0.00005	11	0.00000	70	0.00043	26	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Streptomycetales;s_Streptomycetaceae	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	17	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pseudomonadales;g_Pseudomonadaceae;s_Pseudomonas	29	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Lactobacillales;s_Lactobacillaceae	59	0.00001	0	0.00000	83	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Tenericutes;f_Mollicutes;g_Entomoplasmatales;s_Spiroplasmataceae	191	0.00005	0	0.00000	102	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Xanthomonadales;g_Xanthomonadaceae;s_Stenotrophomonas	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Staphylococcaceae	37	0.00001	56	0.00001	148	0.00004	0	0.00000	0	0.00000	0	0.00000	22	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	44	0.00001	0	0.00000	340	0.00010	159	0.00003	2365	0.00035	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Alteromonadales;g_Alteromonadaceae;s_Marinobacter	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Cyanobacteria/Melainabacteria_Group;f_Cyanobacteria;g_Synechococcales;s_Synechococcaceae	2791	0.00068	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rickettsiales;g_Anaplasmataceae;s_Wolbachieae	176	0.00004	14	0.00000	87	0.00003	0	0.00000	0	0.00000	0	0.00000	15	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Flavobacteriia;s_Flavobacteriales	314	0.00008	0	0.00000	159	0.00005	17	0.00000	0	0.00000	33	0.00020	28	0.00001
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Micrococcales;s_Ornithinimicrobiaceae	406	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Delta/Epsilon_Subdivisions;f_Deltaproteobacteria;g_Desulfobacterales;s_Desulfobacteraceae	0	0.00000	0	0.00000	64	0.00002	0	0.00000	15	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhodobacterales;g_Rhodobacteraceae;s_Tateyamaria	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pseudomonadales;g_Moraxellaceae;s_Acinetobacter	0	0.00000	0	0.00000	52	0.00001	0	0.00000	0	0.00000	0	0.00000	56	0.00001
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	0	0.00000	709	0.00007	59	0.00002	0	0.00000	0	0.00000	0	0.00000	11	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Delta/Epsilon_Subdivisions;f_Deltaproteobacteria;g_Desulfuromonadales;s_Geobacteraceae	18	0.00000	176	0.00002	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Paenibacillaceae	256	0.00006	24	0.00000	1027	0.00030	0	0.00000	18	0.00000	0	0.00000	201	0.00004
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Thermoanaerobacterales;s_Thermoanaerobacteraceae	0	0.00000	0	0.00000	894	0.00026	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Flavobacteriia;s_Flavobacteriales	48	0.00001	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Cytophagia;s_Cytophagales	0	0.00000	1035	0.00011	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Sphingobacteriia;s_Sphingobacteriales	73	0.00002	0	0.00000	140	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Cytophagia;s_Cytophagales	43	0.00001	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Nitrosomonadales;g_Methylophilaceae;s_Candidatus_Methylopumilus	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10440	0.00199
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Actinobacteria;f_Actinomycetia;g_Corynebacteriales;s_Mycobacteriaceae	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Clostridia;g_Clostridiales;s_Symbiobacteriaceae	397	0.00010	0	0.00000	247	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhodobacterales;g_Rhodobacteraceae;s_Planktomarina	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00001	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Candidatus_Cloacimonetes;f_Candidatus_Cloacimonas;g_Candidatus_Cloacimonas_Acidaminovorans	22	0.00001	19	0.00000	382	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Lactobacillales;s_Streptococcaceae	0	0.00000	0	0.00000	990	0.00028	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Neisseriales;g_Neisseriaceae;s_Neisseria	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Negativicutes;g_Veillonellales;s_Veillonellaceae	237	0.00006	0	0.00000	148	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Tenericutes;f_Mollicutes;g_Mycoplasmatales;s_Mycoplasmataceae	0	0.00000	0	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	43	0.00001
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Bacillales;s_Bacillaceae	514	0.00012	0	0.00000	526	0.00015	0	0.00000	12	0.00000	0	0.00000	932	0.00018
r_Root;p_Bacteria;c_Proteobacteria;o_Gammaproteobacteria;f_Pasteurellales;g_Pasteurellaceae;s_Mannheimia	65	0.00002	0	0.00000	168	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Terrabacteria_Group;o_Firmicutes;f_Bacilli;g_Lactobacillales;s_Streptococcaceae	17	0.00000	0	0.00000	193	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Betaproteobacteria;f_Nitrosomonadales;g_Sulfuricellaceae;s_Sulfuriferula	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Fcb_Group;o_Bacteroidetes/Chlorobi_Group;f_Bacteroidetes;g_Flavobacteriia;s_Flavobacteriales	73	0.00002	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
r_Root;p_Bacteria;c_Proteobacteria;o_Alphaproteobacteria;f_Rhizobiales;g_Beijerinckiaceae;s_Beijerinckia	17	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
