1.1.1.1	12
1.1.1.2	26
1.1.1.6	1819
1.1.1.22	194
1.1.1.23	6050
1.1.1.25	1
1.1.1.27	399
1.1.1.36	1
1.1.1.37	7
1.1.1.42	2
1.1.1.44	2
1.1.1.49	90
1.1.1.60	425
1.1.1.81	72
1.1.1.85	17
1.1.1.87	5
1.1.1.94	53
1.1.1.95	15
1.1.1.100	224
1.1.1.107	4
1.1.1.127	48
1.1.1.133	49
1.1.1.136	87
1.1.1.157	3
1.1.1.184	2
1.1.1.192	7
1.1.1.205	21347
1.1.1.262	686
1.1.1.271	377
1.1.1.283	137
1.1.1.298	128
1.1.1.308	10
1.1.1.310	6
1.1.1.313	9
1.1.1.325	137
1.1.1.336	748
1.1.1.338	124
1.1.1.350	2
1.1.5.6	12
1.2.1.n2	18
1.2.1.5	2
1.2.1.8	63
1.2.1.9	16876
1.2.1.11	118
1.2.1.12	663
1.2.1.19	10
1.2.1.41	80
1.2.1.59	64
1.2.1.69	8
1.2.1.70	1
1.2.1.71	18
1.2.1.72	4
1.2.1.79	13
1.2.1.88	132
1.2.1.92	4
1.2.2.3	7
1.2.3.3	2
1.2.4.1	2
1.2.4.4	15
1.2.7.10	34
1.2.99.2	72
1.3.1.1	173
1.3.1.9	104
1.3.1.14	1231
1.3.1.31	25
1.3.1.44	4
1.3.1.91	13
1.3.1.98	194
1.3.5.1	88
1.3.5.4	1453
1.3.5.5	1
1.3.7.7	32
1.3.8.2	3
1.3.8.10	77
1.3.8.11	32
1.4.1.1	9267
1.4.1.2	1365
1.4.1.3	71
1.4.1.4	3093
1.4.1.11	24137
1.4.1.16	6
1.4.1.23	14
1.4.3.16	289
1.4.7.1	711
1.5.1.2	235
1.5.1.3	2
1.5.1.21	31
1.5.1.24	77
1.5.1.49	153
1.6.1.2	58
1.6.3.4	18
1.6.5.2	10
1.6.99.1	413
1.7.1.13	297
1.7.2.2	2
1.7.99.1	9167
1.7.99.4	1
1.8.1.4	1604
1.8.1.9	432
1.8.1.14	77
1.8.4.11	208
1.8.4.12	1261
1.8.4.14	1285
1.8.5.3	321
1.10.3.10	97
1.10.3.14	151
1.11.1.1	1624
1.11.1.6	1126
1.11.1.15	30
1.11.1.21	3950
1.11.1.22	161
1.11.2.4	3
1.12.7.2	2371
1.13.11.5	1
1.13.11.24	63
1.13.11.29	51
1.13.12.16	68
1.14.13.165	21
1.15.1.1	158
1.15.1.2	198
1.17.1.8	93
1.17.2.1	393
1.17.4.1	108
1.17.7.1	7
1.17.7.3	273
1.18.1.1	158
1.21.98.1	207
2.1.1.10	2
2.1.1.13	237
2.1.1.37	23
2.1.1.45	28
2.1.1.63	752
2.1.1.74	929
2.1.1.77	26
2.1.1.163	1
2.1.1.170	50
2.1.1.171	7
2.1.1.173	778
2.1.1.181	2
2.1.1.185	32
2.1.1.191	1
2.1.1.192	475
2.1.1.196	2
2.1.1.198	124
2.1.1.199	174
2.1.1.207	64
2.1.1.217	19
2.1.1.228	2700
2.1.1.265	5
2.1.1.271	97
2.1.1.297	1
2.1.2.1	33923
2.1.2.2	16
2.1.2.10	3237
2.1.2.11	932
2.1.3.2	1199
2.1.3.3	2231
2.1.3.9	4
2.2.1.1	149
2.2.1.2	343
2.2.1.6	844
2.2.1.7	826
2.2.1.9	4
2.3.1.n2	300
2.3.1.n3	64
2.3.1.8	19
2.3.1.9	3005
2.3.1.12	1
2.3.1.16	18
2.3.1.29	104
2.3.1.39	39
2.3.1.41	1608
2.3.1.47	7
2.3.1.54	718
2.3.1.57	4
2.3.1.89	156
2.3.1.101	1
2.3.1.129	1
2.3.1.179	597
2.3.1.180	182
2.3.1.181	4
2.3.1.182	14
2.3.1.193	230
2.3.1.201	14
2.3.1.222	128
2.3.1.234	754
2.3.3.13	236
2.3.3.16	2
2.4.1.1	1511
2.4.1.11	6
2.4.1.18	484
2.4.1.20	433
2.4.1.21	7
2.4.1.157	130
2.4.1.250	11
2.4.1.279	11
2.4.1.319	4
2.4.1.332	1
2.4.2.1	1014
2.4.2.2	1099
2.4.2.3	54
2.4.2.4	10
2.4.2.7	156
2.4.2.8	841
2.4.2.9	8507
2.4.2.10	30
2.4.2.14	1114
2.4.2.19	438
2.4.2.21	64
2.4.2.22	495
2.4.2.29	620
2.4.2.44	6
2.4.2.53	3
2.5.1.3	24
2.5.1.6	962
2.5.1.7	12674
2.5.1.9	34
2.5.1.15	107
2.5.1.16	267
2.5.1.17	74
2.5.1.19	2593
2.5.1.30	74
2.5.1.31	48
2.5.1.47	2817
2.5.1.48	410
2.5.1.54	4204
2.5.1.55	1370
2.5.1.61	253
2.5.1.68	15
2.5.1.72	27
2.5.1.75	45
2.5.1.78	652
2.5.1.86	4
2.5.1.88	7
2.5.1.90	24
2.5.1.101	6
2.5.1.120	58
2.6.1.1	32
2.6.1.2	79
2.6.1.13	12
2.6.1.16	468
2.6.1.19	3
2.6.1.30	44
2.6.1.34	2
2.6.1.39	266
2.6.1.42	293
2.6.1.48	12
2.6.1.51	1
2.6.1.52	177
2.6.1.59	119
2.6.1.81	378
2.6.1.82	753
2.6.1.83	19819
2.6.1.84	7
2.6.1.85	65
2.6.1.87	13
2.6.1.88	4
2.6.1.92	40
2.6.1.98	48
2.6.1.102	502
2.7.1.5	10
2.7.1.6	76
2.7.1.11	8772
2.7.1.15	42
2.7.1.23	55
2.7.1.30	4469
2.7.1.33	3187
2.7.1.35	159
2.7.1.39	7
2.7.1.40	601
2.7.1.50	44
2.7.1.66	16
2.7.1.69	90
2.7.1.83	44
2.7.1.85	7
2.7.1.90	98
2.7.1.100	171
2.7.1.107	190
2.7.1.148	14
2.7.1.167	13
2.7.1.180	71
2.7.2.1	378
2.7.2.2	151
2.7.2.3	527
2.7.2.4	505
2.7.2.7	2051
2.7.2.8	1297
2.7.2.11	132
2.7.3.9	59
2.7.4.1	14
2.7.4.3	2703
2.7.4.6	795
2.7.4.8	23
2.7.4.22	339
2.7.4.25	1
2.7.6.1	1082
2.7.6.3	2
2.7.6.5	1538
2.7.7.n1	6
2.7.7.3	96
2.7.7.4	2
2.7.7.6	17348
2.7.7.7	2620
2.7.7.8	6432
2.7.7.9	1729
2.7.7.12	13
2.7.7.13	357
2.7.7.19	24
2.7.7.24	674
2.7.7.27	118
2.7.7.33	56
2.7.7.42	5
2.7.7.56	377
2.7.7.63	323
2.7.7.65	490
2.7.7.70	30
2.7.7.72	6
2.7.7.75	3
2.7.7.80	7
2.7.7.85	760
2.7.7.87	2066
2.7.8.7	211
2.7.8.12	287
2.7.8.13	270
2.7.8.26	20
2.7.8.31	707
2.7.8.35	148
2.7.8.36	132
2.7.8.37	1
2.7.9.2	681
2.7.10.2	538
2.7.11.1	735
2.7.13.3	4936
2.7.14.1	133
2.8.1.1	5
2.8.1.7	276
2.8.1.8	36
2.8.1.10	229
2.8.3.8	62
2.8.4.3	472
2.8.4.4	82
2.8.4.5	4475
2.9.1.1	985
3.1.1.1	12
3.1.1.29	34
3.1.1.61	471
3.1.1.96	72
3.1.2.28	4
3.1.3.1	193
3.1.3.5	197
3.1.3.7	1
3.1.3.11	1423
3.1.3.16	9
3.1.3.23	1901
3.1.3.45	277
3.1.3.48	7
3.1.3.74	38
3.1.4.52	1500
3.1.5.1	29
3.1.6.1	2
3.1.13.1	161
3.1.21.2	20
3.1.26.3	136
3.1.26.4	276
3.1.26.8	56
3.1.26.12	66
3.2.1.1	9
3.2.1.4	149
3.2.1.8	25
3.2.1.14	4
3.2.1.20	8
3.2.1.23	134
3.2.1.31	1
3.2.1.41	21
3.2.1.52	65
3.2.1.54	14
3.2.1.55	152
3.2.1.64	2
3.2.1.67	22
3.2.1.70	4905
3.2.1.78	4
3.2.1.86	1125
3.2.1.96	44
3.2.1.131	154
3.2.1.156	342
3.2.1.172	7
3.2.1.177	3
3.2.1.184	1
3.2.2.20	81
3.2.2.26	4
3.2.2.27	2108
3.3.1.1	105
3.4.11.2	2
3.4.11.4	4708
3.4.11.9	7
3.4.11.18	1685
3.4.13.9	3
3.4.13.18	86
3.4.14.12	1
3.4.17.13	4
3.4.17.19	343
3.4.19.3	38
3.4.19.5	45
3.4.19.11	46
3.4.21.53	572
3.4.21.62	60
3.4.21.88	138
3.4.21.89	5
3.4.21.92	430
3.4.21.102	53
3.4.21.105	32
3.4.21.107	222
3.4.21.116	730
3.4.24.30	94
3.4.25.2	376
3.5.1.1	241
3.5.1.18	2
3.5.1.25	21
3.5.1.28	169
3.5.1.42	39
3.5.1.44	161
3.5.1.47	90
3.5.1.88	1
3.5.1.104	306
3.5.1.105	21
3.5.2.5	8
3.5.2.6	35
3.5.3.1	408
3.5.3.23	1
3.5.4.3	5
3.5.4.5	203
3.5.4.13	529
3.5.4.16	185
3.5.4.25	294
3.5.4.32	138
3.5.4.33	110
3.5.99.6	347
3.5.99.10	86
3.6.1.1	2218
3.6.1.3	963
3.6.1.8	73
3.6.1.19	192
3.6.1.23	131
3.6.1.27	160
3.6.1.54	2
3.6.1.55	30
3.6.1.65	1
3.6.3.8	1449
3.6.3.12	324
3.6.3.14	6602
3.6.3.17	3161
3.6.3.19	400
3.6.3.20	323
3.6.3.27	292
3.6.3.31	829
3.6.3.32	1956
3.6.3.34	186
3.6.3.39	3665
3.6.3.40	9
3.6.3.54	11742
3.6.4.12	25859
3.6.4.13	2918
3.6.5.n1	9479
3.9.1.2	40
4.1.1.11	1207
4.1.1.20	11
4.1.1.23	184
4.1.1.31	57
4.1.1.32	302
4.1.1.37	1435
4.1.1.48	3
4.1.1.49	648
4.1.1.50	11
4.1.1.61	1804
4.1.2.4	297
4.1.2.13	238
4.1.2.19	8
4.1.2.29	95
4.1.2.40	278
4.1.3.1	9
4.1.3.27	5
4.1.3.36	8
4.1.99.1	65
4.1.99.3	2
4.1.99.12	8222
4.1.99.13	4
4.1.99.14	5811
4.1.99.17	112
4.1.99.18	68
4.1.99.19	6
4.2.1.1	18
4.2.1.2	868
4.2.1.3	481
4.2.1.7	203
4.2.1.8	204
4.2.1.10	119
4.2.1.11	4606
4.2.1.17	25
4.2.1.20	12627
4.2.1.24	763
4.2.1.28	1108
4.2.1.36	28
4.2.1.40	2
4.2.1.45	75
4.2.1.46	978
4.2.1.47	612
4.2.1.53	1021
4.2.1.59	69
4.2.1.70	540
4.2.1.77	1
4.2.1.83	5
4.2.1.113	43
4.2.1.115	584
4.2.1.118	63
4.2.1.126	12
4.2.1.135	280
4.2.1.149	3
4.2.1.150	841
4.2.3.1	812
4.2.3.3	1964
4.2.3.4	1062
4.2.3.130	73
4.2.99.18	314
4.3.1.1	357
4.3.1.2	1169
4.3.1.14	5093
4.3.1.15	132
4.3.1.19	1
4.3.1.24	12
4.3.2.1	1543
4.3.2.2	234
4.3.3.6	5676
4.3.3.7	80
4.4.1.8	744
4.4.1.15	85
4.4.1.21	292
4.4.1.24	192
4.4.1.25	68
4.6.1.12	671
4.99.1.1	547
5.1.1.1	73
5.1.1.3	1119
5.1.1.5	2
5.1.1.7	37
5.1.1.8	6
5.1.1.20	278
5.1.3.1	301
5.1.3.2	1108
5.1.3.4	2011
5.1.3.13	235
5.1.3.14	3928
5.1.3.20	129
5.1.3.22	502
5.1.3.23	168
5.1.3.25	2
5.1.3.29	395
5.2.1.8	606
5.3.1.1	64
5.3.1.6	1477
5.3.1.8	364
5.3.1.9	3967
5.3.1.13	1475
5.3.1.14	119
5.3.1.17	56
5.3.1.23	1012
5.3.1.28	6
5.3.2.8	1
5.3.3.2	1
5.4.2.2	5810
5.4.2.6	104
5.4.2.10	555
5.4.2.11	3
5.4.2.12	1125
5.4.3.2	29806
5.4.3.3	6670
5.4.3.4	6775
5.4.3.5	4103
5.4.3.8	1099
5.4.3.9	2
5.4.4.3	8
5.4.99.2	1576
5.4.99.9	1
5.4.99.12	28
5.4.99.18	338
5.4.99.21	905
5.4.99.23	989
5.4.99.25	146
5.4.99.62	10
5.99.1.2	530
5.99.1.3	3737
6.1.1.1	105
6.1.1.2	7723
6.1.1.3	4663
6.1.1.5	2171
6.1.1.6	6733
6.1.1.7	1753
6.1.1.10	410
6.1.1.11	1272
6.1.1.12	315
6.1.1.13	144
6.1.1.15	453
6.1.1.17	1463
6.1.1.18	5559
6.1.1.20	2530
6.1.1.23	117
6.2.1.1	560
6.2.1.3	48
6.2.1.5	238
6.2.1.30	376
6.2.1.41	4
6.3.1.1	48
6.3.1.2	301
6.3.1.12	41
6.3.2.1	2197
6.3.2.4	2564
6.3.2.7	18
6.3.2.8	42
6.3.2.9	46
6.3.2.10	54
6.3.2.13	554
6.3.4.4	370
6.3.4.5	377
6.3.4.18	40
6.3.4.19	24
6.3.4.20	87
6.3.4.21	39
6.3.5.2	22030
6.3.5.3	966
6.3.5.5	1361
6.3.5.7	368
6.3.5.11	197
6.4.1.2	184
6.4.1.3	189
6.5.1.1	18
6.5.1.2	780
