17812	1203
1.1.1.18	1
1.1.1.23	3
1.1.1.81	3
1.1.1.205	5
1.1.1.283	126
1.2.1.12	72
1.2.1.59	3
1.3.1.14	2
1.3.1.98	4
1.3.8.10	7
1.3.8.11	10
1.4.1.1	89
1.6.3.4	2
1.6.5.2	298
1.6.99.1	1
1.8.1.15	3
1.8.4.14	2
1.9.3.1	3
1.11.1.21	27
1.12.7.2	1
1.17.1.8	7
1.17.4.1	1
1.17.7.3	6
2.1.1.45	1
2.1.1.199	1
2.1.1.207	11
2.1.2.11	1010
2.1.3.2	7
2.2.1.7	27
2.3.1.12	1
2.3.1.29	3
2.3.1.54	192
2.4.2.1	46
2.4.2.2	4
2.4.2.9	2
2.5.1.6	6
2.5.1.19	12
2.5.1.47	3
2.5.1.54	46
2.5.1.61	2
2.7.1.11	1
2.7.1.30	13
2.7.1.33	13
2.7.1.35	36
2.7.1.40	5
2.7.1.50	29
2.7.1.69	3
2.7.2.1	79
2.7.2.2	2
2.7.3.9	138
2.7.4.3	8
2.7.6.1	41
2.7.6.5	1
2.7.7.3	6
2.7.7.6	32
2.7.7.7	6
2.7.7.8	5
2.7.8.13	203
2.7.8.26	1
2.7.10.2	29
2.7.11.1	2
2.7.13.3	49
2.8.1.1	4
2.8.3.19	10
3.1.1.61	1
3.1.3.3	2
3.1.4.52	89
3.2.1.70	4
3.2.1.86	12
3.2.2.20	1
3.2.2.27	2
3.4.11.18	10
3.4.21.53	306
3.4.21.92	39
3.5.1.104	1
3.5.2.6	14
3.5.4.5	1
3.5.99.6	1
3.6.1.1	2
3.6.1.27	4
3.6.3.8	15
3.6.3.12	302
3.6.3.14	77
3.6.3.19	125
3.6.3.20	223
3.6.3.27	82
3.6.3.31	113
3.6.3.32	37
3.6.3.34	1
3.6.3.54	4
3.6.4.12	81
3.6.4.13	5
4.1.1.11	1164
4.1.1.48	7
4.1.1.49	7
4.1.2.4	1
4.2.1.3	8
4.2.1.11	37
4.2.1.24	29
4.2.1.36	2
4.2.1.53	29
4.2.1.59	3
4.2.1.126	1
4.2.3.4	20
4.4.1.15	24
5.1.1.1	1
5.1.3.2	1493
5.1.3.14	23
5.3.1.1	1
5.3.1.9	3
5.4.2.2	13
5.4.2.12	10
5.4.3.5	49
5.4.99.2	1623
5.4.99.18	117
5.99.1.3	2
6.1.1.1	1
6.1.1.3	2459
6.1.1.5	10
6.1.1.6	3
6.1.1.10	3081
6.1.1.11	2
6.1.1.13	1
6.1.1.15	3
6.1.1.17	144
6.1.1.20	4
6.2.1.3	2
6.2.1.41	2
6.3.1.2	5
6.3.2.1	363
6.3.2.7	3
6.3.2.13	71
6.3.4.5	4
6.3.4.18	79
6.3.5.2	4
6.3.5.3	1
6.3.5.5	89
6.3.5.7	2
6.4.1.3	1285
6.5.1.1	1
6.5.1.2	1
6.6.1.1	2
