901836	161750
1.1.1.22	1
1.1.1.27	693
1.1.1.37	82
1.1.1.94	1
1.1.1.100	3
1.1.1.127	10
1.1.1.133	1
1.1.1.136	27
1.1.1.192	491
1.1.1.205	1
1.1.1.283	16
1.1.1.302	2
1.1.5.6	1
1.2.1.8	1
1.2.1.9	2
1.2.1.12	6
1.2.1.16	1
1.2.1.41	11
1.2.1.59	1
1.2.1.69	4
1.2.1.70	14
1.2.1.88	125
1.2.4.1	2
1.3.1.98	11
1.3.8.10	2434
1.4.1.11	5
1.4.3.16	1
1.5.1.2	29
1.5.1.39	52
1.6.3.4	5
1.6.5.2	4
1.6.99.1	235
1.7.99.1	7575
1.8.1.9	47
1.9.3.1	311
1.10.3.10	2292
1.11.1.1	18273
1.11.1.15	14
1.12.7.2	53
1.13.11.29	5084
1.15.1.1	2
1.15.1.2	4
1.17.4.1	5093
2.1.1.13	1
2.1.1.45	23
2.1.1.74	1
2.1.1.133	881
2.1.1.173	1
2.1.1.192	35
2.1.1.207	1
2.1.1.228	136124
2.1.1.297	6
2.1.2.1	10
2.1.2.11	17
2.1.3.2	637
2.1.3.3	22
2.2.1.1	31
2.2.1.2	11
2.2.1.9	15
2.3.1.9	16
2.3.1.41	1
2.3.1.136	283
2.3.1.179	2
2.4.1.1	141
2.4.1.11	4
2.4.2.1	141
2.4.2.2	105
2.4.2.7	32
2.4.2.9	942
2.4.2.10	2
2.4.2.14	10
2.4.2.29	437
2.5.1.6	63
2.5.1.7	34
2.5.1.9	8
2.5.1.30	28
2.5.1.78	430
2.5.1.86	10
2.5.1.88	85
2.5.1.90	24
2.5.1.101	4
2.6.1.1	1
2.6.1.16	2
2.6.1.52	55
2.6.1.102	4
2.7.1.6	6
2.7.1.11	1629
2.7.1.23	24
2.7.1.35	159
2.7.1.40	2
2.7.1.50	48
2.7.1.69	66
2.7.1.90	18
2.7.1.148	16
2.7.2.2	7
2.7.2.3	20
2.7.2.4	12
2.7.2.7	11
2.7.2.11	2
2.7.3.9	2
2.7.4.3	59103
2.7.4.6	1
2.7.6.1	153
2.7.6.5	1009
2.7.7.3	16
2.7.7.6	20
2.7.7.7	23
2.7.7.9	14
2.7.7.12	9
2.7.7.13	1
2.7.7.24	16
2.7.7.27	2
2.7.7.56	1
2.7.7.63	2
2.7.7.65	3
2.7.7.85	4
2.7.7.87	480
2.7.8.12	7
2.7.8.13	11
2.7.8.31	585
2.7.8.35	1
2.7.8.36	7
2.7.9.2	1
2.7.11.1	20
2.7.13.3	112
2.7.14.1	1
2.8.1.7	2
2.8.1.8	2
2.8.1.10	22
2.8.4.4	2
3.1.1.29	58
3.1.1.96	1
3.1.3.23	1
3.1.3.74	2
3.1.4.3	14
3.1.4.52	2372
3.1.26.8	28
3.1.26.12	739
3.2.1.14	2
3.2.1.41	855
3.2.1.70	95
3.2.1.86	13
3.2.1.96	71
3.2.1.177	160
3.2.1.178	1
3.2.2.27	113
3.4.11.4	39
3.4.11.18	31
3.4.19.5	12
3.4.21.53	1494
3.4.21.107	3
3.4.21.116	3
3.5.1.5	1
3.5.1.42	1
3.5.1.105	4
3.5.3.23	1
3.5.4.5	1
3.5.4.13	1
3.5.4.25	802
3.5.4.33	2251
3.5.99.10	14
3.6.1.1	5
3.6.1.3	2
3.6.1.8	739
3.6.1.27	1557
3.6.1.55	30
3.6.3.8	3090
3.6.3.12	2
3.6.3.14	31
3.6.3.17	51
3.6.3.19	86556
3.6.3.20	19257
3.6.3.27	7
3.6.3.31	5738
3.6.3.32	35
3.6.3.34	5
3.6.3.39	195
3.6.3.54	31487
3.6.4.12	2915
3.6.4.13	149
3.6.5.n1	11
3.9.1.2	67
4.1.1.11	2
4.1.1.31	1
4.1.1.49	2257
4.1.1.85	5
4.1.2.4	5
4.1.99.3	6
4.1.99.12	323
4.1.99.17	6
4.2.1.2	30
4.2.1.3	37
4.2.1.10	10
4.2.1.11	30065
4.2.1.20	155
4.2.1.46	9
4.2.1.53	263
4.2.1.70	3
4.2.1.115	2
4.2.1.119	62
4.2.1.135	39
4.2.1.150	17
4.2.3.1	7
4.2.3.3	2
4.2.3.4	2
4.2.3.5	1
4.2.99.18	26
4.3.1.2	20
4.3.1.14	47
4.3.1.19	1
4.3.2.2	2
4.3.3.6	4
4.4.1.8	3
4.4.1.15	14
4.4.1.25	2
5.1.1.1	2
5.1.1.3	3
5.1.3.1	18
5.1.3.2	72
5.1.3.14	12
5.2.1.8	13
5.3.1.1	4
5.3.1.6	181
5.3.1.8	250
5.3.1.9	5
5.3.1.28	2
5.4.2.2	331
5.4.2.6	31015
5.4.2.12	49
5.4.3.2	1
5.4.3.9	2
5.4.4.2	4
5.4.4.3	41
5.4.99.9	4027
5.4.99.18	23
5.4.99.21	10
5.4.99.23	1
5.4.99.25	19
5.99.1.3	71
6.1.1.1	5
6.1.1.2	11
6.1.1.3	155
6.1.1.5	413
6.1.1.6	258494
6.1.1.7	1
6.1.1.10	1
6.1.1.12	10
6.1.1.15	362
6.1.1.17	1
6.1.1.18	54
6.1.1.20	300
6.1.1.23	458
6.2.1.1	1520
6.2.1.5	1
6.2.1.26	1
6.3.1.2	63
6.3.2.3	5
6.3.2.4	42
6.3.2.8	9
6.3.2.9	3
6.3.2.13	1
6.3.4.4	44
6.3.4.5	1
6.3.4.21	4
6.3.5.2	27
6.3.5.3	7
6.3.5.5	7
6.5.1.1	16
6.5.1.2	22
