3.6.3.27|3.6.3.31	303
3.6.3.32|3.6.3.39	45
3.6.3.31|3.6.3.39	71
3.6.3.31|3.6.3.32	196
3.6.3.27|3.6.3.39	62
3.6.3.27|3.6.3.32	126
3.6.3.20|3.6.3.31	162
3.6.3.20|3.6.3.27	35
3.6.3.19|3.6.3.20	565
1.2.1.12|1.2.1.59	148
3.6.3.19|3.6.3.31	120
3.6.3.20|3.6.3.32	21
2.7.2.1|2.7.2.15	29
3.6.3.19|3.6.3.32	6
1.1.1.184|1.1.1.283	5
3.6.3.20|3.6.3.39	7
5.4.4.3|6.3.1.2	1
1.3.8.10|1.3.8.11	4
1.1.1.85|1.1.1.87	1
3.6.3.12|3.6.3.54	40
6.3.2.13|6.3.2.7	6
1.2.1.59|1.2.1.72	4
1.2.1.12|1.2.1.72	4
3.6.3.54|3.6.3.8	15
3.6.3.12|3.6.3.8	11
6.1.1.12|6.1.1.23	2
4.2.1.11|5.4.2.12	1
