"OTUs"	"N2"	"N3"	"N4"	"E1"	"E3"	"E4"	"E5"
3264	73	0	539	0	0	0	57
3265	0	0	15	0	0	0	0
3266	20	0	143	0	419	0	8040
3267	246	12	459	78	4147	451	27
3268	584	0	0	0	0	0	0
3269	474	0	108	0	5720	0	0
3270	0	0	72	21	0	0	19
3271	0	0	314	0	0	0	0
3272	739	112	68	12	0	0	0
3273	0	0	0	0	0	0	0
3274	0	0	0	0	0	0	122
3275	0	0	21	0	0	0	48
3276	3458	0	0	68	0	0	70
3277	208	0	28	0	0	0	0
3278	78	0	0	0	0	0	0
3279	11	126	50	0	0	0	153
3280	120	0	39	170	0	0	0
3281	89	0	42	0	0	0	0
3282	60	0	0	0	0	0	0
3283	0	0	0	15	0	0	0
3284	0	141	646	383	0	0	0
3285	197	0	146	0	135	0	0
3286	34	0	36	0	22	0	58
3287	130	0	0	0	0	0	0
3288	15	0	1241	24	120	0	0
3289	0	0	0	0	0	67	15
3290	0	0	36	0	0	0	0
3291	0	0	267	0	0	0	0
3292	13	40	15	0	0	0	3488
3293	0	0	21	0	0	0	0
3294	382	0	39	0	0	0	0
3295	10	0	125	0	0	77	0
3296	0	0	16	0	0	0	0
3297	28	0	902	0	0	0	217
3298	10	53	302	0	0	0	0
3299	23	0	1842	0	0	0	0
3300	134	0	96	0	0	0	0
3301	309	1367	711	0	0	0	0
3302	53	0	34	0	0	0	0
3303	23	0	16	0	0	0	0
3304	126	0	241	0	0	0	0
3305	514	144	708	15	179	0	1144
3306	0	0	79	0	0	0	0
3307	541	0	169	0	0	0	0
3308	277	0	443	0	0	0	17
3309	116	0	0	0	0	0	0
3310	17	0	21	0	0	0	0
3311	201	0	0	0	0	0	0
3312	27	0	595	0	0	0	35
3313	39	0	93	0	0	0	21
3314	143	0	0	0	0	44	0
3315	15	0	0	0	0	0	0
3316	72	0	0	0	0	0	0
3317	37	0	556	0	100	30	107
3318	73	0	0	0	0	0	0
3319	271	0	0	0	0	0	0
3320	0	39	0	0	0	0	0
3321	65	0	304	129	24	0	874
3322	0	0	49	0	10	0	0
3323	0	0	996	0	48	0	0
3324	349	0	17	0	0	0	0
3325	0	0	132	0	0	0	0
3326	29	0	81	0	633	0	0
3327	11	0	123	0	0	55	0
3328	0	0	0	723	0	0	0
3329	0	0	0	87	0	0	0
3330	0	32	36	0	336	0	475
3331	0	0	0	0	0	0	77
3332	863	0	321	0	51	0	0
3333	0	0	69	0	0	0	0
3334	37	620	231	0	0	0	59
3335	210	0	483	0	21	0	38
3336	0	0	19	0	560	0	30
3337	13	0	805	0	94	0	0
3338	0	0	1367	0	0	0	0
3339	26	0	13	0	0	0	0
3340	0	33	0	0	0	0	0
3341	0	0	28	0	0	0	0
3342	83	323	32	0	0	0	0
3343	0	0	392	0	0	24	0
3344	18	0	111	0	114	0	0
3345	14	0	18	0	0	0	0
3346	0	202	0	0	0	0	0
3347	0	0	0	0	0	153	0
3348	312	0	0	333	0	0	48
3349	0	0	22	0	0	0	0
3350	0	253	0	0	0	0	0
3351	165	0	11	23	39	0	30
3352	117	0	453	0	353	0	261
3353	0	0	37	0	0	11	0
3354	0	0	44	0	0	0	11
3355	0	0	19	0	168	0	0
3356	187	0	432	0	43	0	42562
3357	360	78	313	16	371	0	0
3358	0	342	958	0	0	0	0
3359	1707	0	0	0	39	0	19
3360	48	0	63	34	86	0	249
3361	75	0	27	0	0	0	0
3362	0	0	15	0	0	116	0
3363	111	0	18	0	0	0	0
3364	0	0	15	0	0	0	0
3365	0	65	23	0	0	0	0
3366	0	0	0	0	0	0	10
3367	5521	112	1240	171	15166	0	0
3368	1318	28	4691	11	3343	10	806
3369	331	0	67	0	0	0	0
3370	0	0	0	0	0	0	21
3371	0	179	11	0	0	0	0
3372	49	0	144	0	0	0	0
3373	119	23530	1758	0	0	0	0
3374	0	0	446	0	103	0	0
3375	44	0	20	0	0	0	0
3376	21	0	416	0	0	0	0
3377	0	0	0	0	0	0	0
3378	65	100	1457	0	0	0	0
3379	0	0	0	0	13	0	0
3380	46	2130	1057	0	17	0	13
3381	201	0	578	0	13	0	1505
3382	0	0	110	0	0	0	0
3383	209	0	0	0	0	0	0
3384	0	0	15	0	0	0	0
3385	34	0	26	0	0	0	0
3386	0	0	189	0	428	0	0
3387	50	0	17	0	0	0	0
3388	0	0	0	0	0	0	41
3389	49	0	148	0	95	0	0
3390	0	14	229	0	15	0	0
3391	12	0	21	0	0	0	0
3392	322	0	274	33	0	0	215
3393	0	0	27	0	0	18	51
3394	0	0	112	0	0	0	0
3395	0	50	221	0	12	0	0
3396	18	0	0	0	0	0	0
3397	192	0	0	0	0	0	0
3398	29	0	341	0	0	0	271
3399	0	40	0	0	0	0	0
3400	99	0	188	0	0	0	0
3401	0	0	11	0	0	0	0
3402	0	0	64	0	0	0	0
3403	89	117	0	97	11	0	28882
3404	0	0	26	0	0	0	4143
3405	13	0	89	287	20	0	0
3406	0	0	0	0	0	0	59
3407	0	0	34	0	0	0	0
3408	0	0	11	0	0	0	0
3409	0	0	0	0	0	0	430
3410	0	112	12	48	12	0	62
3411	0	0	203	0	0	0	0
3412	0	0	0	0	10	0	0
3413	137	0	26	0	130	0	205
3414	0	0	14	0	0	0	0
3415	188	30	207	0	981	0	0
3416	76	0	18	0	0	0	0
3417	0	0	167	0	0	0	0
3418	24	0	57	0	0	0	29
3419	85	11827	64	12	0	0	26
3420	18	0	546	68	182	0	82
3421	0	0	162	0	0	0	0
3422	0	0	0	0	21	0	0
3423	37	28	0	0	0	0	0
3424	11	0	55	0	0	0	0
3425	10	490	0	0	0	0	17
3426	16	133	88	0	0	0	94
3427	0	0	1228	0	0	0	0
3428	0	0	29	0	0	0	0
3429	0	0	10	0	0	0	28
3430	319	0	0	0	0	0	0
3431	0	0	24	0	0	0	11582
3432	0	0	354	0	0	0	0
3433	0	110	0	0	0	0	11
3434	103	0	245	57	14	0	0
3435	841	0	351	0	0	14	69
3436	3728	35	7000	992	10026	71	1643
3437	96	19	110	0	40	11	0
3438	0	107	0	0	0	0	0
3439	57	0	483	0	0	0	299
3440	0	0	0	0	116	0	0
3441	15	184	272	0	0	0	0
3442	0	14	0	0	0	0	344
3443	0	0	11	0	0	0	0
3444	11	0	0	237	0	0	0
3445	0	0	50	0	0	0	0
3446	7033	8312	16148	606	6005	1172	9511
3447	224	0	342	0	0	0	519
3448	3193	50	2406	0	1527	0	78
3449	18	0	1697	0	0	0	15
3450	64	0	199	0	0	0	0
3451	35	0	0	81	0	0	15
3452	34	38	291	241	0	0	56
3453	644	0	71	0	0	0	0
3454	303	0	0	0	0	0	0
3455	20	0	0	0	122	0	0
3456	96	0	0	0	1003	0	0
3457	1374	0	327	0	8765	0	0
3458	14	18	32	0	0	0	0
3459	27	0	0	0	0	0	12
3460	0	0	175	0	0	0	0
3461	1235	0	0	0	0	0	0
3462	0	297	210	0	0	0	0
3463	15	0	29	0	0	0	0
3464	284	0	0	15	0	0	0
3465	37	0	72	3855	0	0	0
3466	270	0	0	0	0	0	0
3467	0	0	139	0	0	0	0
3468	0	84	15	0	0	0	0
3469	98	0	25	0	0	0	0
3470	0	0	19	0	0	0	17
3471	71	0	167	0	36	0	0
3472	0	42	48	0	53	0	0
3473	64	0	0	0	0	0	0
3474	205	10	921	0	5726	0	90
3475	0	0	0	22	0	0	0
3476	150	0	399	0	0	0	75
3477	73	0	384	118	0	0	11
3478	238	0	0	14	0	0	0
3479	261	18835	389	0	349	0	0
3480	140	69	163	0	14	0	0
3481	0	28	49	0	62	0	0
3482	18	0	65	0	0	0	0
3483	227	0	38	0	0	0	0
3484	0	0	0	0	0	13	0
3485	53	0	145	0	0	0	48
3486	0	0	169	0	0	0	0
3487	0	0	15	0	0	0	0
3488	0	0	91	0	0	0	0
3489	24	0	0	0	0	0	0
3490	10	0	192	0	0	0	0
3491	168	0	11	0	0	0	0
3492	216	0	0	0	0	0	0
3493	0	0	0	0	0	0	32
3494	0	0	11	0	0	0	0
3495	10	253	530	0	0	0	47
3496	0	0	0	0	71	0	0
3497	1127	0	43	0	0	0	0
3498	0	0	90	325	0	38	0
3499	0	0	12	0	0	0	0
3500	0	0	117	0	20	0	0
3501	0	0	0	0	0	250	0
3502	0	0	33	0	0	0	3967
3503	0	0	0	60	0	0	0
3504	22	0	0	87	0	0	0
3505	44	125	115	0	0	0	0
3506	0	0	10	0	0	0	0
3507	172	0	511	10	218	0	100
3508	0	0	103	0	0	0	0
3509	0	0	0	0	365	0	0
3510	13	0	107	11	2276	0	10
3511	592	0	77	4868	0	0	37
3512	157	0	0	0	0	0	14
3513	57	0	0	0	0	0	0
3514	0	0	658	0	0	0	0
3515	19	0	0	0	0	0	0
3516	1089	113	97	444	0	0	0
3517	0	0	31	0	0	0	310
3518	29	60292	1788	51	453	2524	0
3519	5586	0	72	0	0	0	0
3520	5560	484	6722	4150	18610	711	2883
3521	0	0	38	0	0	0	0
3522	97	0	1416	0	0	0	0
3523	0	0	785	0	0	0	0
3524	0	0	38	0	0	0	0
3525	11	0	65	0	0	0	0
3526	0	0	174	0	0	0	0
3527	116	0	198	0	0	0	0
3528	0	0	249	0	0	0	0
3529	0	775	0	0	0	0	0
3530	85	0	45	86	0	22	0
3531	12	0	0	0	0	0	0
3532	28	0	81	11	0	0	0
3533	29	0	100	24	0	0	0
3534	656	10	0	0	0	0	0
3535	11	26	0	0	0	0	0
3536	2327	0	0	0	0	0	0
3537	0	0	0	0	0	0	12
3538	0	32	496	0	136	0	0
3539	0	0	548	0	0	0	0
3540	0	0	288	0	0	0	0
3541	426	0	45	0	0	0	0
3542	0	0	18	0	0	0	0
3543	0	0	0	0	0	0	13
3544	7310	51	73	0	0	0	0
3545	0	155	0	0	0	0	0
3546	27	0	91	0	0	0	0
3547	0	0	122	0	0	0	0
3548	0	0	0	0	38	0	0
3549	1119	11	0	0	0	0	0
3550	22	0	66	31	544	18	0
3551	0	0	163	0	0	0	0
3552	0	0	60	0	0	0	0
3553	55	0	0	0	0	0	0
3554	0	0	31	0	0	0	0
3555	0	0	12	0	0	0	0
3556	0	0	30	0	0	0	0
3557	217	0	2496	3090	0	0	1045
3558	0	0	0	0	48	0	0
3559	0	31	12	0	0	0	0
3560	36	1039	66	0	14	0	0
3561	11	0	0	0	59	0	0
3562	13101	0	6347	160	19430	0	242
3563	345	0	49	0	0	0	0
3564	55	0	25	0	16791	29	0
3565	0	0	33	0	0	0	0
3566	0	0	22	0	0	0	0
3567	0	0	201	565	0	0	20
3568	294	27	74	0	0	0	0
3569	3446	299	6800	338	14186	103	2068
3570	17	0	73	3098	0	0	0
3571	64	0	532	0	0	0	58
3572	0	0	0	0	0	0	171
3573	0	0	36	0	0	0	0
3574	0	0	122	0	0	0	0
3575	0	0	12	0	0	0	0
3576	62	41	502	0	0	0	0
3577	0	0	0	0	20	0	0
3578	0	0	105	0	0	0	0
3579	634	0	359	0	0	0	37
3580	252	0	0	0	0	0	38
3581	35	33	361	0	7080	0	40
3582	0	0	110	0	0	0	0
3583	0	0	676	0	0	0	0
3584	0	0	436	0	0	0	0
3585	21	0	146	0	0	0	0
3586	12	0	714	0	0	0	0
3587	0	137	0	0	0	0	0
3588	1637	1065	5843	201	4238	125	122
3589	0	0	63	0	0	0	0
3590	0	35	0	0	0	0	60
3591	47	0	174	0	0	0	0
3592	218	299	0	0	0	0	0
3593	560	0	89	0	0	0	0
3594	861	18	0	0	0	0	0
3595	711	179	2133	48	1633	26	4551
3596	56	0	78	0	238	0	0
3597	0	0	0	0	0	0	198
3598	104	0	0	0	0	0	0
3599	69	0	222	0	0	0	0
3600	33	0	497	0	698	0	0
3601	342	176	201	0	0	0	8370
3602	86	0	2053	0	0	131	0
3603	33	0	602	48	1280	0	0
3604	427	0	0	0	0	0	0
3605	0	0	26	0	0	0	0
3606	0	29	66	0	0	0	0
3607	55	0	0	0	0	0	0
3608	0	0	371	0	0	0	0
3609	10418	5067	4730	934	875	80	527
3610	0	0	521	0	0	0	237
3611	0	0	68	0	0	0	0
3612	40	0	134	0	0	0	0
3613	0	0	0	0	0	0	15
3614	182	0	1922	0	102	0	419
3615	0	0	618	0	0	0	10
3616	58	0	13	0	0	0	0
3617	0	0	50	0	0	0	0
3618	0	0	56	0	0	0	46
3619	15	0	68	0	0	0	0
3620	0	0	17	0	0	0	0
3621	146	0	230	0	0	0	418
3622	0	18	90	0	0	0	0
3623	0	0	478	0	0	0	0
3624	65	0	103	0	0	0	0
3625	132	0	0	0	0	0	0
3626	0	0	220	0	115	0	0
3627	1261	235	3360	2433	4430	560	7507
3628	198	0	400	76	1902	0	235
3629	0	0	38	0	0	0	0
3630	55	0	51	15	0	0	1502
3631	0	0	16	0	0	0	0
3632	14	0	112	0	0	0	0
3633	29	0	11	0	0	0	0
3634	0	0	0	141	0	0	0
3635	0	0	0	0	0	0	94
3636	0	0	381	0	0	0	376
3637	0	0	0	0	0	0	63
3638	16	59	0	0	0	0	0
3639	1507	113	59	0	0	0	0
3640	420	0	0	0	65	0	0
3641	0	0	0	0	8298	0	11
3642	1465	0	169	1609	0	0	0
3643	25	0	0	0	0	0	0
3644	21	0	128	1072	0	12	110
3645	45	64	440	0	0	0	0
3646	13	20	296	0	365	0	0
3647	23	0	111	0	0	0	53
3648	18	0	118	0	0	0	0
3649	13	17	19	0	0	42	0
3650	0	0	66	0	0	0	0
3651	1503	327	2814	93	0	13	2586
3652	37	0	27	0	0	0	0
3653	686	0	0	0	0	0	0
3654	388	0	65	39	0	0	12223
3655	0	6233	0	0	0	0	0
3656	0	0	46	0	0	0	0
3657	43	511	149	2812	13231	0	379
3658	19	0	0	0	0	0	0
3659	0	0	0	68	0	0	0
3660	0	0	90	0	0	0	0
3661	2237	45	4529	550	283	99	1571
3662	202	195	210	0	627	12	8566
3663	0	0	0	13	0	0	0
3664	0	0	1538	0	70	0	0
3665	0	20	0	0	0	0	0
3666	0	0	38	0	0	0	13125
3667	0	64	0	0	0	0	0
3668	96	0	120	0	0	0	206
3669	0	0	163	10	0	0	30
3670	90	0	401	0	26	0	569
3671	12	0	39	0	0	0	34
3672	69	0	0	0	0	0	0
3673	2141	68	0	0	0	0	0
3674	18	0	282	0	0	0	26
3675	0	0	285	0	576	0	1004
3676	98	0	2964	16	984	0	39
3677	195	12	466	0	0	0	87
3678	0	0	339	0	0	0	0
3679	0	1355	37	0	0	0	0
3680	0	94	0	0	0	0	0
3681	0	0	633	0	0	0	0
3682	15	0	113	0	61	0	0
3683	76	0	445	0	0	0	0
3684	0	0	181	0	0	0	0
3685	188	0	343	87	14	0	0
3686	0	0	0	11	0	0	0
3687	0	0	47	0	0	0	0
3688	0	0	20	0	0	0	4211
3689	0	0	266	0	0	0	0
3690	0	0	370	0	0	0	0
3691	0	0	0	1002	15055	0	0
3692	91	0	51	0	0	0	0
3693	0	0	0	0	52	0	0
3694	0	0	14	0	0	0	0
3695	0	0	15	0	0	0	0
3696	3954	0	0	0	24	0	0
3697	534	0	0	0	0	0	0
3698	0	0	50	0	0	0	0
3699	76	0	102	0	0	0	591
3700	1102	0	352	0	0	0	72
3701	0	47	0	0	0	0	0
3702	51	51	48	0	0	0	12
3703	0	0	242	0	0	0	0
3704	0	0	154	0	0	0	0
3705	118	0	0	0	0	0	0
3706	0	0	58	0	0	0	0
3707	131	0	0	0	29	0	0
3708	164	0	46	0	0	0	0
3709	14906	83	2057	781	2071	0	3667
3710	0	0	1248	0	0	0	0
3711	68	0	13	0	0	0	0
3712	102	15	2505	0	419	0	866
3713	0	19	43	0	0	0	0
3714	749	0	1011	260	6709	760	75
3715	308	0	2918	35	12	0	16
3716	0	0	0	0	0	0	19
3717	76	77	348	162	0	0	0
3718	25	26	0	0	0	0	0
3719	3654	0	961	92	0	0	53
3720	180	0	754	959	847	0	240
3721	0	0	424	0	262	0	0
3722	717	0	0	0	0	13	0
3723	60	0	0	0	0	0	15
3724	0	0	0	582	0	0	0
3725	33	0	0	0	0	0	0
3726	279	0	66	41	0	0	0
3727	29	939	91	0	0	0	0
3728	13	0	55	0	0	0	66
3729	121	0	15	38	0	0	0
3730	160	0	0	0	0	0	0
3731	33	0	1412	0	0	0	0
3732	0	12	0	0	0	0	0
3733	0	0	1266	1091	0	0	0
3734	2546	0	0	0	726	0	0
3735	14	0	147	0	0	0	0
3736	0	0	29	0	0	0	0
3737	5153	0	7641	8607	0	1071	7969
3738	0	0	11	0	13	0	0
3739	13	0	367	0	0	0	0
3740	39	0	869	0	0	0	0
3741	1037	0	0	0	0	0	0
3742	63	1583	339	0	0	0	98
3743	26	0	0	0	0	0	41
3744	237	0	1610	0	0	0	0
3745	441	0	0	0	0	0	0
3746	479	13	903	0	896	0	21
3747	0	0	451	0	0	0	0
3748	0	58	0	0	0	0	0
3749	48	0	0	0	0	0	0
3750	0	0	45	0	0	0	0
3751	0	0	0	258	0	0	0
3752	19	0	0	0	0	0	0
3753	29	0	0	0	35	0	0
3754	39	0	57	0	0	17	0
3755	0	0	0	43	0	0	0
3756	0	0	621	0	0	0	0
3757	370	277	3359	0	573	20	0
3758	56	0	0	0	0	0	0
3759	0	0	80	0	0	0	0
3760	0	0	31	0	0	0	0
3761	41	19	157	47	0	0	130
3762	0	71	0	0	643	0	0
3763	0	0	89	0	127	0	12
3764	0	0	0	20	0	0	0
3765	85	0	454	0	0	0	0
3766	120	0	0	0	0	0	0
3767	7984	30761	14060	13073	8343	450	9343
3768	0	11	7253	118	0	0	0
3769	0	0	95	0	17	0	0
3770	0	0	0	0	229	0	0
3771	2290	0	0	0	0	0	0
3772	0	0	0	0	0	0	11
3773	0	0	603	0	0	0	0
3774	0	0	56	0	0	0	0
3775	22	0	321	0	67	0	0
3776	0	0	202	0	0	0	0
3777	12	0	121	0	0	0	0
3778	37	0	984	0	0	0	17
3779	0	0	438	0	0	0	0
3780	62	0	165	0	0	0	0
3781	15	0	120	0	0	0	0
3782	1539	0	102	0	0	0	226
3783	10	0	484	0	0	0	0
3784	111	0	0	0	0	0	0
3785	0	0	63	0	7479	0	0
3786	0	0	135	0	0	0	57
3787	93	0	0	0	0	0	0
3788	0	0	34	0	0	0	0
3789	554	181	973	301	176	0	76
3790	0	0	30	0	0	0	0
3791	15648	0	0	14	0	0	0
3792	117	0	92	0	0	0	0
3793	321	0	106	0	0	0	0
3794	18	0	0	0	0	0	0
3795	0	0	97	0	33	0	0
3796	5542	0	11354	472	0	172	6518
3797	133	0	918	0	0	0	0
3798	687	119	1204	114	623	0	2451
3799	162	5803	192	107	1265	14	133
3800	68	0	0	0	0	0	0
3801	7996	0	3626	5164	0	0	89
3802	59	0	719	24	14283	0	29
3803	15	655	0	0	0	0	0
3804	0	0	0	0	0	0	537
3805	73	0	51	0	0	0	0
3806	0	0	712	0	0	0	0
3807	0	0	0	0	0	175	0
3808	950	0	0	0	0	0	0
3809	0	0	112	0	0	0	0
3810	0	39	0	680	0	0	0
3811	0	28	0	0	0	0	0
3812	230	0	0	0	0	0	0
3813	18	0	86	0	38	0	105
3814	11	0	225	0	0	0	0
3815	101	16	533	40	17	37	13
3816	91	0	144	0	0	0	0
3817	227	0	494	59	0	0	22
3818	0	275	33	0	0	0	0
3819	37	0	31	0	0	0	0
3820	0	0	103	0	15	0	0
3821	2169	9087	1734	20	97	20	945
3822	154	0	43	0	0	0	0
3823	2576	0	195	0	293	0	0
3824	174	284	604	24	0	0	10
3825	673	1326	1188	15	59	18	2918
3826	1623	0	1563	0	0	0	0
3827	0	0	12	0	0	0	0
3828	52	0	2024	0	0	0	0
3829	0	0	40	0	0	0	0
3830	182	0	1366	0	62	0	0
3831	0	101	0	0	0	0	0
3832	0	0	79	0	0	0	0
3833	0	0	13	0	0	0	0
3834	0	0	30	0	0	0	0
3835	14	19	324	0	14	0	0
3836	83	0	15	0	0	0	0
3837	73	0	126	0	0	0	0
3838	0	11	39	0	0	0	27
3839	0	0	711	47	0	0	0
3840	0	17	667	0	0	0	0
3841	0	0	0	0	405	0	0
3842	0	0	33	0	0	0	0
3843	0	15	359	0	0	0	35
3844	0	0	0	0	20	0	0
3845	0	0	30	0	0	0	0
3846	49	74	200	0	31	0	34
3847	4436	15159	15419	5029	14581	742	9846
3848	92	0	60	0	33	0	0
3849	0	570	0	0	0	0	0
3850	0	0	24	0	0	0	0
3851	103	410	47	0	0	0	16
3852	418	158	206	0	2967	0	0
3853	24	0	10	0	0	0	0
3854	0	0	44	188	0	0	0
3855	0	28	0	0	0	0	0
3856	0	0	0	0	12	0	0
3857	0	0	46	11	18	0	0
3858	0	0	33	183	0	0	22
3859	51	0	141	0	0	0	0
3860	2151	0	2988	0	2282	0	90
3861	29	829	634	0	0	0	21
3862	0	0	332	0	0	0	0
3863	32	0	331	688	819	0	21
3864	115	0	119	0	0	0	38
3865	51	0	245	0	0	0	4106
3866	53	0	255	251	0	0	308
3867	0	0	84	0	0	0	0
3868	36	0	24	0	0	0	0
3869	0	96	0	0	0	0	0
3870	434	0	3503	0	2908	0	0
3871	0	0	43	0	0	0	0
3872	160	77	349	368	41	0	177
3873	177	10	55	0	0	0	0
3874	24	251	214	0	0	0	0
3875	0	0	250	0	0	0	0
3876	0	153	20	0	0	0	0
3877	22	0	80	0	0	0	0
3878	19	0	1321	0	0	0	0
3879	5928	0	0	115	0	0	0
3880	0	0	1480	0	0	0	0
3881	75	0	0	0	0	0	0
3882	104	0	27	0	0	22	0
3883	22	0	0	0	21	0	33
3884	0	0	0	0	13	0	0
3885	0	0	0	0	0	0	227
3886	0	0	594	0	0	0	0
3887	41	257	21	0	28	0	36
3888	2001	131	1190	76	3471	0	26
3889	0	0	229	0	0	0	0
3890	34	0	0	0	0	0	0
3891	0	0	537	0	0	0	0
3892	0	0	41	0	0	0	0
3893	66	29	97	62	0	0	0
3894	47	0	78	0	0	0	0
3895	0	0	0	0	28	0	0
3896	83	43	242	0	0	0	103
3897	632	0	559	0	24	0	0
3898	475	0	514	0	605	142	0
3899	51	0	89	0	0	0	0
3900	44	151	196	0	0	0	0
3901	0	0	23	0	0	0	0
3902	261	0	149	0	0	0	0
3903	186	0	0	0	0	0	0
3904	31	0	0	0	0	0	0
3905	0	0	17	0	0	0	0
3906	0	0	763	0	0	0	0
3907	102	0	153	0	0	0	30
3908	0	88	0	0	0	0	0
3909	35	0	188	0	0	0	0
3910	0	0	136	0	0	0	0
3911	419	36502	0	0	38	0	0
3912	0	0	1585	0	26	0	0
3913	21	0	191	0	15	0	86
3914	0	0	11	0	0	0	0
3915	245	0	177	119	0	0	5622
3916	139	0	713	0	42	0	10
3917	21	0	0	0	0	0	0
3918	0	24	0	0	0	0	0
3919	0	0	582	0	0	0	0
3920	340	19	962	1111	216	0	1146
3921	0	0	0	29	0	0	0
3922	399	0	664	0	0	0	0
3923	518	0	0	0	0	0	0
3924	438	0	35	0	0	0	0
3925	0	0	15	0	0	0	0
3926	43	0	60	13	83	0	10
3927	19	0	199	0	0	0	0
3928	534	0	1434	11	0	0	0
3929	0	0	0	113	0	0	0
3930	0	0	0	0	10	0	0
3931	93	0	50	0	24	0	36
3932	0	29	0	0	0	0	0
3933	16	0	29	0	0	0	129
3934	0	0	30	0	0	0	0
3935	236	20	1179	0	0	0	0
3936	0	0	513	0	0	0	10
3937	0	0	54	0	0	0	0
3938	26	0	54	0	0	0	0
3939	0	0	87	0	0	0	0
3940	10	0	0	0	0	0	0
3941	645	77	1745	21	764	34	98
3942	0	0	0	144	0	0	0
3943	1512	0	1223	0	45	0	0
3944	2008	48	471	0	0	0	18
3945	16	0	111	0	0	0	53
3946	3172	0	401	0	538	0	0
3947	23	0	142	102	249	0	30
3948	0	16	0	0	0	0	0
3949	0	1294	465	0	0	0	0
3950	0	18	121	0	0	198	0
3951	0	0	24	0	0	0	0
3952	83	0	2382	0	0	0	3641
3953	0	0	46	0	0	0	0
3954	0	0	80	141	16	0	0
3955	12	0	222	0	0	0	0
3956	19	25	138	0	0	0	0
3957	22	0	0	0	0	0	0
3958	62	0	221	19	0	0	205
3959	0	0	36	0	0	0	0
3960	0	0	0	17	0	0	168
3961	25	0	479	0	0	0	26228
3962	24	0	0	0	0	0	0
3963	1300	17	678	232	911	0	278
3964	0	0	0	0	0	0	16
3965	27	0	1064	0	0	0	0
3966	0	0	871	0	0	0	0
3967	0	0	13	0	0	0	0
3968	0	0	81	0	0	0	131
3969	120	74	257	0	0	0	181
3970	44	0	0	0	0	0	0
3971	111	0	26	0	0	0	0
3972	234	0	181	18	0	0	0
3973	0	0	697	0	0	0	0
3974	22	0	39	0	0	0	0
3975	719	367	2453	0	3289	0	0
3976	687	0	197	0	0	0	38
3977	0	29	280	0	0	0	0
3978	0	0	256	0	162	0	4674
3979	135	0	0	0	0	0	24
3980	0	0	1002	0	0	0	0
3981	0	0	95	0	0	0	0
3982	0	0	370	0	0	0	0
3983	0	15	0	0	0	0	0
3984	0	0	0	0	0	0	46
3985	192725	6738	584	769	25	3109	2051
3986	44	0	0	0	0	0	0
3987	0	0	20	0	0	0	0
3988	0	0	138	0	0	0	0
3989	0	0	28	0	0	0	0
3990	0	31	0	0	0	0	0
3991	34	56563	477	0	0	0	0
3992	294	0	0	0	0	0	0
3993	107	0	48	0	0	0	57
3994	0	468	0	0	12	0	0
3995	0	33986	0	0	0	0	0
3996	20	0	0	0	0	0	0
3997	243	0	94	0	0	0	0
3998	27	514	107	0	1534	0	877
3999	26	17	11	0	0	0	0
4000	1486	0	219	25	22	0	38
4001	11	35	0	0	0	0	0
4002	0	0	21	0	0	0	0
4003	1621	16	5730	70	5204	227	1779
4004	0	0	11	0	0	0	0
4005	33	0	119	10	118	0	0
4006	397	13	1659	0	649	0	426
4007	0	0	33	0	0	0	0
4008	0	0	25	0	0	0	0
4009	0	0	0	408	0	0	0
4010	96	0	147	0	0	0	45
4011	217	0	0	0	0	0	0
4012	371	0	33	0	0	0	29
4013	0	0	158	613	0	0	143
4014	0	0	51	0	0	0	0
4015	0	0	0	51	0	0	0
4016	239	0	53	0	0	0	0
4017	555	0	0	0	0	0	19
4018	17	0	173	0	130	0	54
4019	0	0	16	0	0	0	0
4020	134	0	0	0	0	0	0
4021	191	0	206	0	0	0	0
4022	124	0	502	0	0	0	0
4023	52	0	511	12	0	0	20
4024	38	0	13	0	144	0	32
4025	72	0	24	0	0	0	0
4026	176	0	117	0	0	0	190
4027	26	0	238	21	0	0	407
4028	0	0	0	0	0	52	0
4029	40	0	722	39	1343	0	861
4030	36	0	101	74	0	0	0
4031	0	0	0	549	485	0	0
4032	2080	0	461	10	912	0	878
4033	25	0	0	0	0	0	0
4034	484	0	0	0	0	0	0
4035	1049	515	5567	789	8298	0	1817
4036	0	0	0	0	0	0	20
4037	6251	494	10024	7279	9835	1514	29053
4038	18	0	66	20	0	0	0
4039	11	0	78	0	0	82	0
4040	13	0	224	0	0	24	32
4041	68	0	65	0	0	0	32
4042	0	0	77	95	0	0	14
4043	0	0	59	0	0	0	0
4044	73	0	63	0	525	0	0
4045	139	0	409	560	92	0	24
4046	0	131	0	0	0	0	0
4047	141	0	12748	0	640	0	0
4048	705	75	2680	0	0	0	147
4049	263	0	31	10	32	0	0
4050	21	0	52	0	0	0	46
4051	30	19	40	0	0	0	0
4052	548	12	840	0	0	0	115
4053	52	0	130	0	0	0	0
4054	0	37	0	0	0	0	0
4055	0	0	0	180	0	0	0
4056	0	0	12	0	0	0	0
4057	16	0	193	0	138	0	0
4058	0	0	15	0	0	0	0
4059	0	0	4537	391	0	0	0
4060	148	14	214	0	3322	0	0
4061	1347	2580	8374	768	777	0	1269
4062	16	0	46	0	0	0	39
4063	25	0	38	0	0	0	0
4064	2644	1925	6799	205	1342	69	1591
4065	14	0	64	0	0	0	20
